mode_main,distance,main_reason,week_day,age,education,female,main_activity,license,cars,temp,precip,wind
11,1.68948,10,1,37,3,1,1,1,1,19.4,0,2.5
11,1.93804,8,1,37,3,1,1,1,1,19.4,0,2.5
11,1.68019,8,1,37,3,1,1,1,1,19.4,0,2.5
2,1.68948,4,1,7,1,0,6,0,1,19.4,0,2.5
11,0.428975,5,1,34,1,1,1,1,1,12.3,0,NULL
11,0.564867,5,1,34,1,1,1,1,1,12.3,0,NULL
11,0.158232,5,1,34,1,1,1,1,1,12.3,0,NULL
11,9.78611,7,1,34,1,1,1,1,1,12.3,0,NULL
11,4.792,4,4,21,1,1,6,1,1,20.2,0,2.5
1,15.9834,6,3,41,1,1,3,1,1,7,0,NULL
11,5.22287,2,4,55,3,1,1,1,1,18.7,0,2.5
4,5.22287,2,4,55,3,1,1,1,1,18.7,0,2.5
11,4.84324,2,1,45,3,1,1,1,1,6.7,4.2,3.3
11,4.78173,7,1,45,3,1,1,1,1,6.7,4.2,3.3
11,1.20882,7,1,45,3,1,1,1,1,6.7,4.2,3.3
1,18.4657,10,3,49,1,0,3,1,1,15,3.5,1.7
2,18.4657,10,3,49,1,0,3,1,1,15,3.5,1.7
11,0.49312,10,2,61,1,0,3,1,1,10.3,0.3,2.2
4,13.0187,2,1,31,1,1,1,1,1,6.7,4.2,3.3
6,3.97782,9,4,71,3,0,3,1,1,12.3,0,1.1
6,3.97782,9,4,71,3,0,3,1,0,12.3,0,1.1
11,6.72404,3,1,51,3,0,1,1,1,14.4,5.3,3.3
11,5.62197,2,1,29,3,1,1,1,1,8.8,0,1.1
11,15.0543,10,2,62,3,0,4,1,1,6.3,0,5.3
11,5.8613,12,3,40,3,1,1,1,1,11.7,0,4.7
11,24.9424,2,1,40,1,0,1,1,1,17.6,13.5,1.4
11,21.8039,3,2,51,3,1,1,1,1,7.4,1,3.1
11,13.4543,5,2,51,3,1,1,1,1,7.4,1,3.1
11,8.51563,5,2,51,3,1,1,1,1,7.4,1,3.1
1,8.84121,3,1,38,2,1,1,1,0,9.6,0,1.9
11,7.49635,2,1,38,2,1,1,1,1,9.6,0,1.9
11,10.8467,2,1,58,1,0,1,1,1,9.6,0,1.9
11,0.316663,5,1,58,1,0,1,1,1,9.6,0,1.9
11,1.05061,8,1,58,1,0,1,1,1,9.6,0,1.9
11,0.772342,8,1,58,1,0,1,1,1,9.6,0,1.9
11,6.09379,7,2,63,1,1,8,1,1,18.6,0.1,0
11,8.17233,10,3,62,1,0,3,1,1,20.8,0,2.2
11,4.79502,7,3,46,2,1,1,1,1,6.8,2.6,2.2
11,1.8353,2,3,46,2,1,1,1,1,6.8,2.6,2.2
11,3.50183,2,3,46,2,1,1,1,1,6.8,2.6,2.2
4,4.79502,4,3,7,1,1,6,0,0,6.8,2.6,2.2
11,15.1046,2,3,51,1,0,1,1,1,6.8,2.6,2.2
11,7.23241,4,2,22,1,1,6,1,1,7.4,1,3.1
11,11.0847,2,4,45,3,0,1,1,1,8.4,17.3,4.2
11,7.71163,2,2,48,3,1,1,1,1,14.6,0,1.9
11,0.598666,7,4,41,2,1,4,1,1,5.4,0,2.8
11,0.485087,2,2,42,3,1,1,1,1,14.6,0,NULL
11,14.5344,8,2,42,3,1,1,1,1,14.6,0,NULL
1,23.9579,2,3,52,2,0,1,1,1,20.8,0,2.2
11,12.4294,2,3,59,2,1,1,1,1,7,0,NULL
11,0.410607,6,3,59,2,1,1,1,1,7,0,NULL
11,20.3287,2,3,60,1,0,1,1,1,9.8,22.9,3.1
11,45.4834,8,4,64,3,0,3,1,1,6.6,0,2.2
4,2.15879,7,4,64,3,0,3,1,1,6.6,0,2.2
4,2.15879,7,4,64,3,0,3,1,0,6.6,0,2.2
11,4.58806,2,3,54,3,0,1,1,1,7.3,0,4.2
6,4.17193,3,4,53,1,0,1,1,0,14.4,0,1.9
4,4.04247,10,4,43,1,1,4,1,0,14.4,0,1.9
6,4.04247,10,4,43,1,1,4,1,0,14.4,0,1.9
11,7.48159,2,4,50,1,0,1,1,1,5.4,0,2.8
4,8.55494,2,4,50,1,1,1,1,1,8.4,7.4,NULL
11,1.50732,2,4,31,1,0,1,1,1,8.4,17.3,4.2
6,3.75681,4,4,11,1,0,6,0,0,8.4,17.3,4.2
6,3.36178,5,3,21,2,1,6,0,0,20.8,0.3,1.4
6,1.07453,4,3,21,2,1,6,0,0,20.8,0.3,1.4
6,3.26056,4,3,21,2,1,6,0,0,20.8,0.3,1.4
11,15.9671,2,3,49,1,0,1,1,1,7.3,0,4.2
6,0.819123,4,3,16,1,1,6,0,0,7.3,0,4.2
11,11.0474,2,1,32,1,0,1,1,1,12.3,0,NULL
11,6.39822,5,1,32,1,0,1,1,1,12.3,0,NULL
11,5.30832,5,1,32,1,0,1,1,1,12.3,0,NULL
1,4.21889,2,2,64,3,0,1,1,1,16.2,1,NULL
11,6.72254,10,1,68,1,0,3,1,1,14.9,0,1.7
11,6.59907,10,1,68,1,0,3,1,1,14.9,0,1.7
4,6.23539,5,4,66,3,1,3,0,0,8.4,17.3,4.2
4,5.21212,2,3,26,3,1,1,1,1,7,0,NULL
4,11.8101,2,3,26,3,1,1,1,0,11.7,0,4.7
11,7.11706,2,2,62,1,1,1,1,1,18.8,0.2,1.1
11,3.56335,10,2,32,2,0,1,1,1,12.3,0,4.4
11,3.24914,8,2,32,2,0,1,1,1,12.3,0,4.4
11,0.774369,8,2,32,2,0,1,1,1,12.3,0,4.4
11,8.76788,2,2,44,3,0,1,1,1,7.4,1,3.1
11,21.3532,10,2,44,3,0,1,1,1,7.4,1,3.1
4,4.84138,3,4,57,3,1,1,0,0,8.4,17.3,4.2
4,5.28051,10,4,57,3,1,1,0,0,8.4,17.3,4.2
6,0.458429,3,4,57,3,1,1,0,0,8.4,17.3,4.2
6,0.880949,8,4,57,3,1,1,0,0,8.4,17.3,4.2
11,20.1715,10,2,26,1,1,4,1,1,6.3,0,5.3
11,20.1715,11,2,26,1,1,4,1,1,6.3,0,5.3
11,25.3097,2,4,35,2,1,1,1,1,8.4,17.3,4.2
11,18.9896,10,4,35,2,1,1,1,1,8.4,17.3,4.2
11,13.9848,10,4,35,2,1,1,1,1,8.4,17.3,4.2
2,28.8315,8,4,21,1,0,2,1,1,7.7,1,1.7
11,0.133113,7,2,51,1,0,1,1,1,10.3,0.3,2.2
11,0.133113,10,2,51,1,0,1,1,1,10.3,0.3,2.2
1,34.3041,2,2,51,1,0,1,1,1,10.3,0.3,2.2
6,2.04998,6,1,38,1,0,4,1,0,9.6,0,1.9
4,5.15428,10,1,38,1,0,4,1,0,9.6,0,1.9
11,5.04377,2,3,23,1,1,2,1,1,19.1,0,1.9
2,4.11353,2,2,21,1,1,1,1,0,10.3,0.3,2.2
4,4.92348,2,3,29,3,1,1,1,0,18.4,0,2.2
2,0.944148,9,4,23,3,0,1,0,0,17.7,2.8,2.5
3,0.944148,9,4,23,3,0,1,0,0,17.7,2.8,2.5
4,8.15324,5,2,48,1,1,1,0,0,10.3,0.3,2.2
4,12.4001,2,3,23,2,1,1,0,0,7.8,19.2,1.9
1,2.04258,6,3,23,2,1,1,0,0,7.8,19.2,1.9
6,2.04258,6,3,23,2,1,1,0,0,7.8,19.2,1.9
1,5.32157,3,1,48,1,0,1,0,0,19,5.6,0.8
4,7.23046,4,3,44,3,1,2,1,1,7.3,0,4.2
4,2.8351,8,3,44,3,1,2,1,1,7.3,0,4.2
4,6.0735,4,3,44,3,1,2,1,1,7.3,0,4.2
4,8.67427,4,3,44,3,1,2,1,1,7.3,0,4.2
1,13.3678,2,3,44,3,1,2,1,1,7.3,0,4.2
1,15.0254,4,3,44,3,1,2,1,1,7.3,0,4.2
6,5.02435,2,3,25,3,1,1,0,1,18.4,0,2.2
4,6.41429,10,3,25,3,1,1,0,1,18.4,0,2.2
11,2.38266,2,1,27,3,0,1,1,1,8.8,0,1.1
4,1.2201,6,2,53,1,1,4,0,0,5.4,17.6,NULL
11,19.9821,2,4,40,1,0,1,1,1,12.3,0,1.1
1,2.32756,4,2,17,1,0,6,0,0,16.2,1,NULL
3,1.75484,4,2,17,1,0,6,0,0,16.2,1,NULL
4,1.36548,5,4,61,3,0,3,1,0,18.1,0,2.8
4,4.53532,2,4,26,1,0,1,1,1,6.6,0,2.2
11,15.7803,2,4,36,1,0,1,1,1,14.4,0,1.9
11,1.13574,7,4,36,1,0,1,1,1,14.4,0,1.9
2,22.9797,6,4,43,3,0,3,0,1,12.3,0,1.1
4,2.86122,2,1,42,3,0,1,1,1,12.3,0,NULL
4,2.86122,2,1,42,3,0,1,1,0,12.3,0,NULL
4,8.11368,2,4,19,1,1,2,0,0,21.7,28.9,NULL
11,9.26583,3,3,36,1,0,1,1,1,20.8,0,2.2
11,17.691,2,2,30,3,1,1,1,1,5.4,17.6,NULL
11,1.7002,7,1,49,3,1,1,1,1,19.4,0,2.5
11,1.7002,10,1,49,3,1,1,1,1,19.4,0,2.5
11,1.40529,2,1,49,3,1,1,1,1,19.4,0,2.5
11,8.82713,2,4,40,1,0,1,1,1,20.2,0,2.5
11,5.71786,3,1,35,1,0,1,1,1,14.9,0,1.7
11,8.21504,5,4,30,1,1,1,1,1,8.9,0.1,5
11,1.63011,5,4,30,1,1,1,1,1,8.9,0.1,5
11,1.45194,2,4,30,1,1,1,1,1,8.9,0.1,5
11,2.58863,2,4,30,1,1,1,1,1,8.9,0.1,5
11,26.9013,11,4,30,1,1,1,1,1,8.9,0.1,5
4,7.33439,10,4,20,1,0,9,1,1,21.7,28.9,NULL
4,46.2166,10,4,20,1,0,9,1,1,21.7,28.9,NULL
1,43.1249,10,4,20,1,0,9,1,1,21.7,28.9,NULL
11,1.61641,2,2,26,3,1,1,1,1,7.4,1,3.1
11,11.1672,2,1,40,1,1,1,1,1,6.7,4.2,3.3
11,0.616425,7,1,40,1,1,1,1,1,6.7,4.2,3.3
4,1.92316,6,3,21,1,1,6,1,1,7,0,NULL
1,2.22586,2,4,43,1,1,1,0,0,20.2,0,2.5
1,9.49316,10,4,43,1,1,1,0,0,20.2,0,2.5
1,15.0835,2,3,53,3,1,1,1,1,7.8,19.2,1.9
5,1.87115,4,3,17,1,0,6,0,0,7.8,19.2,1.9
1,23.9611,2,3,23,2,1,2,0,0,7.8,19.2,1.9
1,15.0816,2,3,30,1,0,1,0,1,11.7,0,4.7
4,2.02995,10,2,52,3,1,4,1,1,7.4,1,3.1
6,1.85624,4,3,19,1,1,6,0,0,18.4,0,2.2
6,1.70855,4,3,19,1,1,6,0,0,18.4,0,2.2
6,0.463225,4,4,5,1,1,6,0,0,7.7,1,1.7
4,3.85175,4,4,21,1,1,6,1,1,21.7,28.9,NULL
11,0.773737,10,4,21,1,1,6,1,1,21.7,28.9,NULL
11,4.12801,10,4,21,1,1,6,1,1,21.7,28.9,NULL
11,4.83077,10,4,21,1,1,6,1,1,21.7,28.9,NULL
1,4.26047,2,3,28,3,0,1,1,1,7,0,NULL
4,13.3643,2,2,21,1,1,1,1,1,12.3,0,4.4
1,7.18383,2,3,24,3,1,2,1,1,18.4,0,1.9
2,39.4618,10,1,25,1,1,2,1,0,19.4,0,2.5
4,4.63515,10,1,25,1,1,2,1,0,19.4,0,2.5
11,2.48679,2,4,49,1,0,1,1,1,20.2,0,2.5
2,19.4372,2,2,23,1,1,1,0,0,7.4,1,3.1
6,9.31517,6,4,24,2,1,6,0,0,5.4,0,2.8
6,2.07419,11,2,56,1,1,1,0,0,3.6,19.9,1.7
11,29.28,2,4,30,2,0,1,1,1,12.3,0,1.1
11,7.78142,10,4,30,2,0,1,1,1,12.3,0,1.1
11,0.550948,7,4,45,3,0,1,1,1,6.6,0,2.2
11,1.27722,3,4,45,3,0,1,1,1,6.6,0,2.2
11,1.27722,10,4,45,3,0,1,1,1,6.6,0,2.2
6,0.576983,7,4,37,1,1,4,0,0,8.4,7.4,NULL
6,0.426378,5,4,37,1,1,4,0,0,8.4,7.4,NULL
6,1.0028,5,4,37,1,1,4,0,0,8.4,7.4,NULL
4,3.45999,2,2,54,1,0,1,1,0,3.6,19.9,1.7
4,8.05722,2,3,23,3,1,1,0,0,6.8,2.6,2.2
2,6.5262,5,3,23,3,1,1,0,0,6.8,2.6,2.2
11,4.45981,2,3,42,2,0,1,1,1,7,0,NULL
1,26.6193,2,3,39,1,0,1,1,1,20.8,0,2.2
3,0.972998,10,3,15,1,0,6,0,0,20.8,0,2.2
11,1.37473,10,3,27,3,0,4,1,1,7.8,19.2,1.9
11,23.7414,3,3,34,2,0,1,1,1,9.8,22.9,3.1
2,22.849,3,2,23,1,1,2,0,0,12.3,0,4.4
11,20.5119,10,3,51,3,1,1,1,1,18.4,0,1.9
11,5.96994,10,3,51,3,1,1,1,1,18.4,0,1.9
11,25.8523,10,3,51,3,1,1,1,1,18.4,0,1.9
11,24.4121,2,4,23,1,1,1,1,1,18.1,0,2.8
11,11.2321,2,2,33,3,1,1,1,1,10.3,0.3,2.2
4,8.54126,2,3,28,3,1,2,0,0,20.8,0,2.2
4,3.00962,3,3,28,3,1,2,0,0,20.8,0,2.2
4,3.00962,2,3,28,3,1,2,0,0,20.8,0,2.2
11,1.32667,2,3,62,1,0,1,1,1,19.1,0,1.9
11,20.7683,10,3,62,1,0,1,1,1,19.1,0,1.9
6,1.62431,4,3,23,1,1,6,1,1,14.8,0.2,NULL
11,10.4986,2,2,54,1,0,1,1,1,5.4,17.6,NULL
11,0.695878,5,4,33,1,1,4,1,1,8.9,0.1,5
4,7.13441,3,3,22,1,1,1,1,1,18.4,0,2.2
4,3.14628,10,4,47,1,1,4,1,0,20,0,1.1
4,1.66461,10,4,47,1,1,4,1,0,20,0,1.1
1,11.8111,2,2,26,3,1,1,1,1,16.2,1,NULL
4,3.79179,3,4,40,3,0,1,0,0,8.9,0.1,5
4,8.06465,3,4,40,3,0,1,0,0,8.9,0.1,5
2,3.25805,4,4,4,1,0,6,0,0,6.6,0,2.2
11,0.330921,7,1,69,3,0,3,1,1,19.4,0,2.5
11,4.89732,5,1,69,3,0,3,1,1,19.4,0,2.5
11,4.99436,5,1,69,3,0,3,1,1,19.4,0,2.5
1,3.90534,10,4,59,1,1,1,1,0,6.6,0,2.2
11,0.573561,7,2,27,1,1,1,1,1,6.3,0,5.3
11,0.573561,10,2,27,1,1,1,1,1,6.3,0,5.3
6,2.95165,6,4,35,1,1,8,1,0,20.2,0,2.5
11,6.66375,10,4,35,1,1,8,1,1,20.2,0,2.5
2,18.1407,4,4,13,1,1,6,0,0,20.2,0,2.5
6,0.797063,6,3,57,1,1,4,0,0,7.8,19.2,1.9
6,1.19133,5,3,57,1,1,4,0,0,7.8,19.2,1.9
4,6.5584,10,3,78,3,0,3,1,1,18.4,0,2.2
6,6.58097,2,1,42,2,1,1,0,0,6.7,4.2,3.3
4,6.51024,2,1,42,2,1,1,0,0,6.7,4.2,3.3
5,0.785823,6,1,42,2,1,1,0,0,6.7,4.2,3.3
11,1.46804,7,3,37,1,1,9,1,1,6.8,2.6,2.2
11,1.46804,10,3,37,1,1,9,1,1,6.8,2.6,2.2
4,1.85415,3,2,51,1,1,1,0,0,12.3,0,4.4
11,17.9531,2,3,35,3,1,1,1,1,6.8,2.6,2.2
11,17.9531,11,3,35,3,1,1,1,1,6.8,2.6,2.2
1,9.66266,2,1,35,2,0,1,1,1,6.8,2.7,NULL
6,1.81687,2,1,24,3,1,1,0,0,12.3,0,NULL
6,4.79742,3,1,24,3,1,1,0,0,12.3,0,NULL
4,6.58195,8,1,24,3,1,1,0,0,12.3,0,NULL
4,4.78015,8,1,24,3,1,1,0,0,12.3,0,NULL
6,0.901066,4,1,16,1,0,6,0,0,12.3,0,NULL
11,9.67161,2,1,56,1,0,1,1,1,19,5.6,0.8
11,5.60121,10,1,56,1,0,1,1,1,19,5.6,0.8
11,4.19549,10,1,56,1,0,1,1,1,19,5.6,0.8
6,5.26836,8,4,62,1,1,3,0,0,18.1,0,2.8
1,22.7021,2,3,33,3,0,1,1,1,6.8,2.6,2.2
11,6.20995,8,3,33,3,0,1,1,1,6.8,2.6,2.2
1,7.22115,3,4,39,1,1,1,0,1,18.1,0,2.8
11,7.14573,2,4,25,3,0,1,1,1,17.7,2.8,2.5
6,4.68859,10,2,41,1,1,8,0,0,16.2,1,NULL
6,1.90146,4,2,13,1,1,6,0,0,16.2,1,NULL
11,1.97468,2,3,41,2,0,1,1,1,19.1,0,1.9
4,9.83191,2,2,46,2,1,1,1,1,3.6,19.9,1.7
11,4.95248,3,3,40,3,1,1,1,1,20.8,0.3,1.4
4,2.11414,10,3,65,2,1,3,1,1,18.4,0,1.9
4,2.36957,9,3,65,2,1,3,1,1,18.4,0,1.9
11,9.41765,7,2,43,3,1,1,1,1,10.3,0.3,2.2
11,23.9913,3,2,43,3,1,1,1,1,10.3,0.3,2.2
11,24.4576,3,2,43,3,1,1,1,1,10.3,0.3,2.2
11,0.768751,8,2,43,3,1,1,1,1,10.3,0.3,2.2
11,14.4961,7,2,43,3,1,1,1,1,10.3,0.3,2.2
11,14.656,11,2,43,3,1,1,1,1,10.3,0.3,2.2
11,3.74672,2,2,43,3,1,1,1,1,10.3,0.3,2.2
11,23.6945,11,2,43,3,1,1,1,1,10.3,0.3,2.2
6,1.10362,7,4,42,3,1,1,1,1,17.7,2.8,2.5
6,3.10341,2,4,42,3,1,1,1,1,17.7,2.8,2.5
6,3.10341,10,4,42,3,1,1,1,1,17.7,2.8,2.5
6,1.10362,4,4,4,1,0,6,0,1,17.7,2.8,2.5
4,3.66756,2,2,44,3,1,1,1,0,18.6,0.1,0
6,1.26332,6,2,44,3,1,1,1,0,18.6,0.1,0
4,3.01563,2,2,44,3,1,1,1,0,18.6,0.1,0
11,0.730595,7,2,45,1,0,1,1,1,6.3,0,5.3
11,2.67016,3,2,45,1,0,1,1,1,6.3,0,5.3
11,6.60531,5,2,45,1,0,1,1,1,6.3,0,5.3
11,5.79772,5,2,45,1,0,1,1,1,6.3,0,5.3
2,16.0822,10,4,59,3,1,4,1,1,8.4,17.3,4.2
11,1.43241,2,1,60,1,0,1,1,1,6.7,4.2,3.3
11,24.894,2,4,48,1,0,1,1,1,8.4,17.3,4.2
1,15.2326,2,3,20,2,0,2,0,1,20.8,0.3,1.4
1,15.3273,2,3,20,2,0,2,0,1,20.8,0.3,1.4
11,6.03992,7,1,38,2,1,1,1,1,9.6,0,1.9
11,17.7026,2,1,38,2,1,1,1,1,9.6,0,1.9
11,22.6253,2,1,38,2,1,1,1,1,9.6,0,1.9
1,18.2753,2,4,43,3,1,1,1,1,20.2,0,2.5
11,13.964,2,1,43,1,1,1,1,1,16.2,0,3.1
11,0.945603,7,2,53,3,1,1,1,1,6.3,0,5.3
11,5.01073,2,2,53,3,1,1,1,1,6.3,0,5.3
11,4.77769,7,2,53,3,1,1,1,1,6.3,0,5.3
11,0.937376,7,2,53,3,1,1,1,1,6.3,0,5.3
11,1.86011,5,4,65,1,0,3,1,1,14.4,0,1.9
11,26.5226,3,2,57,3,0,1,1,1,3.6,19.9,1.7
11,44.8227,3,2,57,3,0,1,1,1,3.6,19.9,1.7
11,45.3354,3,2,57,3,0,1,1,1,3.6,19.9,1.7
6,1.55231,4,2,18,1,1,6,0,0,3.6,19.9,1.7
11,16.0999,10,1,47,3,0,1,1,1,7.4,2.1,3.6
11,16.5248,7,3,46,3,0,1,1,1,20.8,0.3,1.4
11,7.24226,2,3,46,3,0,1,1,1,20.8,0.3,1.4
11,7.24226,7,3,46,3,0,1,1,1,20.8,0.3,1.4
1,12.7417,2,4,39,1,0,1,1,1,20.2,0,2.5
6,1.11174,6,3,43,1,1,1,0,0,14.8,0.2,NULL
2,1.11174,6,3,43,1,1,1,0,0,14.8,0.2,NULL
11,2.25249,7,1,39,1,0,1,1,1,12.3,0,NULL
5,20.7656,2,2,24,2,1,2,0,1,14.6,0,1.9
4,20.7656,2,2,24,2,1,2,0,1,14.6,0,1.9
11,16.3449,8,1,21,1,1,6,1,1,7.4,2.1,3.6
4,16.1132,4,1,21,1,1,6,1,1,7.4,2.1,3.6
4,2.01448,3,2,48,3,0,1,1,1,3.6,19.9,1.7
4,2.52283,2,2,48,3,0,1,1,1,3.6,19.9,1.7
8,7.99411,4,2,11,1,0,6,0,1,3.6,19.9,1.7
6,2.60427,10,2,11,1,0,6,0,1,3.6,19.9,1.7
11,10.8587,2,3,44,1,0,1,1,1,9.8,22.9,3.1
3,1.62623,4,3,15,1,1,6,0,1,9.8,22.9,3.1
1,19.9208,4,3,22,1,1,6,0,1,7,0,NULL
2,24.3189,2,3,51,3,1,1,1,1,19.1,0,1.9
4,7.20856,2,3,42,3,1,1,1,1,7.8,19.2,1.9
1,10.9259,2,2,51,1,0,1,1,1,14.6,0,NULL
11,5.34284,7,2,51,1,0,1,1,1,14.6,0,NULL
4,6.53378,10,1,40,1,0,1,0,1,14.9,0,1.7
4,4.64802,2,1,40,1,0,1,0,1,14.9,0,1.7
6,2.58598,2,1,40,1,0,1,0,1,14.9,0,1.7
4,2.7414,4,1,11,1,1,6,0,0,14.9,0,1.7
1,7.11299,2,1,56,1,1,1,0,0,6.8,2.7,NULL
4,1.23684,10,2,22,1,1,6,1,0,20.5,0,1.4
11,5.13862,2,3,43,3,0,1,1,1,11.7,0,4.7
4,4.71112,8,4,25,3,0,6,1,1,17.7,2.8,2.5
11,1.14644,7,3,41,3,1,4,1,1,9.8,22.9,3.1
11,18.548,10,3,41,3,1,4,1,1,9.8,22.9,3.1
11,18.788,10,3,41,3,1,4,1,1,9.8,22.9,3.1
11,1.14644,10,3,41,3,1,4,1,1,9.8,22.9,3.1
11,293.798,3,2,59,3,0,1,1,1,6.3,0,5.3
11,0.748127,10,4,67,1,1,3,1,1,18.1,0,2.8
11,7.84778,2,4,54,3,1,1,1,1,20,0,1.1
11,0.320502,7,4,54,3,1,1,1,1,20,0,1.1
11,0.494149,9,4,54,3,1,1,1,1,20,0,1.1
11,0.4975,9,4,54,3,1,1,1,1,20,0,1.1
1,43.8313,4,1,25,2,1,2,0,0,7.4,2.1,3.6
4,9.35113,10,2,49,3,1,1,1,1,14.6,0,NULL
2,22.8672,2,2,58,1,1,1,1,0,14.6,0,NULL
6,2.01038,10,2,58,1,1,1,1,0,14.6,0,NULL
2,24.8557,10,2,58,1,1,1,1,0,14.6,0,NULL
11,20.0173,2,1,32,2,1,1,1,1,7.4,2.1,3.6
4,6.3467,2,3,57,2,1,1,1,1,6.8,2.6,2.2
6,0.699096,10,1,51,1,0,1,1,0,14.4,5.3,3.3
6,1.53702,10,1,51,1,0,1,1,0,14.4,5.3,3.3
11,26.426,10,3,58,1,1,9,1,1,6.8,2.6,2.2
10,1.21467,3,2,32,3,1,1,1,0,18.6,0.1,0
10,4.46582,3,2,32,3,1,1,1,0,18.6,0.1,0
11,21.5035,3,1,47,1,1,1,1,1,12.3,0,NULL
11,5.07318,3,1,47,1,1,1,1,1,12.3,0,NULL
11,1.39108,3,1,47,1,1,1,1,1,12.3,0,NULL
11,27.1176,3,1,47,1,1,1,1,1,12.3,0,NULL
6,3.4247,3,3,49,1,1,1,0,0,11.7,0,4.7
2,22.1793,10,3,49,1,1,1,0,0,11.7,0,4.7
6,5.44087,4,3,17,1,1,6,0,0,11.7,0,4.7
1,22.4116,2,1,30,3,1,1,1,0,14.9,0,1.7
2,14.3845,10,1,30,3,1,1,1,0,14.9,0,1.7
4,8.02754,10,1,30,3,1,1,1,0,14.9,0,1.7
11,21.613,2,4,56,2,0,1,1,1,8.4,7.4,NULL
4,4.32962,2,2,43,3,0,1,1,1,6.3,0,5.3
4,2.54425,3,2,43,3,0,1,1,1,6.3,0,5.3
11,172.688,2,2,35,1,0,1,1,1,16.2,1,NULL
11,1.06998,3,2,35,1,0,1,1,1,16.2,1,NULL
4,3.3609,2,4,27,3,0,1,1,1,7.7,1,1.7
11,7.88067,2,3,40,3,1,1,1,1,11.7,0,4.7
11,3.97781,10,3,40,3,1,1,1,1,11.7,0,4.7
3,15.8916,8,2,57,1,1,4,0,0,3.6,19.9,1.7
11,32.3331,2,1,45,3,0,1,1,1,6.7,4.2,3.3
4,11.8659,2,3,43,1,1,1,0,1,20.8,0,2.2
1,7.18027,2,3,53,1,0,1,0,0,18.4,0,1.9
1,18.5084,4,4,25,1,0,6,1,1,20,0,1.1
11,1.47989,10,3,33,3,1,1,1,1,18.4,0,1.9
11,13.2746,2,2,62,3,0,1,1,1,3.6,19.9,1.7
11,4.39533,2,1,61,1,0,1,1,1,9.6,0,1.9
11,3.26959,2,1,32,3,1,1,1,1,6.7,4.2,3.3
11,145.891,10,3,29,1,1,1,1,1,9.8,22.9,3.1
6,1.46796,5,1,56,1,1,4,1,0,14.9,0,1.7
6,1.43782,5,1,56,1,1,4,1,0,14.9,0,1.7
4,9.80624,4,2,22,1,1,6,1,0,3.6,19.9,1.7
11,1.89706,2,1,49,1,0,1,1,1,17.6,13.5,1.4
1,25.9837,2,2,47,1,1,1,1,1,6.3,0,5.3
2,25.9837,2,2,47,1,1,1,1,1,6.3,0,5.3
11,1.64764,5,2,47,1,1,1,1,1,6.3,0,5.3
11,1.36958,9,2,47,1,1,1,1,1,6.3,0,5.3
4,5.04466,10,4,31,3,1,1,1,1,12.3,0,1.1
4,7.18073,10,4,61,2,0,3,1,1,8.9,0.1,5
6,5.96342,5,4,61,2,0,3,1,1,8.9,0.1,5
4,5.01044,10,2,56,2,1,4,0,0,6.3,0,5.3
4,3.25907,10,2,56,2,1,4,0,0,6.3,0,5.3
4,7.86584,10,2,56,2,1,4,0,0,6.3,0,5.3
4,2.16836,11,2,41,3,1,4,1,1,10.3,0.3,2.2
4,4.22198,10,4,61,1,1,9,1,1,17.8,0,NULL
6,4.22198,10,4,61,1,1,9,1,1,17.8,0,NULL
1,17.6987,2,1,37,3,0,1,1,1,19.4,0,2.5
11,1.32206,8,4,35,1,0,9,1,1,8.4,17.3,4.2
11,9.50214,7,4,35,1,0,9,1,1,8.4,17.3,4.2
11,13.4401,8,4,35,1,0,9,1,1,8.4,17.3,4.2
1,32.9265,4,2,27,2,0,6,1,1,18.8,0.2,1.1
1,32.9265,4,2,27,2,0,6,1,0,18.8,0.2,1.1
11,4.2364,2,2,57,3,0,1,1,1,3.6,19.9,1.7
11,5.25113,3,2,57,3,0,1,1,1,3.6,19.9,1.7
11,13.8464,2,4,45,3,1,1,1,1,18.7,0,2.5
11,3.56183,7,3,57,2,0,1,1,1,19.1,0,1.9
4,3.56183,10,3,57,2,0,1,1,1,19.1,0,1.9
4,3.56183,4,3,13,1,0,6,0,1,19.1,0,1.9
6,0.792813,2,2,61,3,1,1,1,1,20.5,0,1.4
11,5.68102,6,2,61,3,1,1,1,1,20.5,0,1.4
4,8.46055,2,3,48,1,1,1,0,0,18.4,0,1.9
4,5.45669,10,3,48,1,1,1,0,0,18.4,0,1.9
4,3.59253,6,3,61,1,1,8,1,1,7.3,0,4.2
6,3.59253,6,3,61,1,1,8,1,1,7.3,0,4.2
6,0.466286,2,2,60,3,0,1,0,0,18.6,0.1,0
6,2.50421,10,2,60,3,0,1,0,0,18.6,0.1,0
4,6.85836,2,4,54,1,1,1,1,1,18.1,0,2.8
4,2.47525,10,4,54,1,1,1,1,1,18.1,0,2.8
6,4.60978,10,4,54,1,1,1,1,1,18.1,0,2.8
11,1.23089,6,3,68,1,0,3,1,1,11.7,0,4.7
11,4.42643,7,3,68,1,0,3,1,1,11.7,0,4.7
11,27.2911,10,3,68,1,0,3,1,1,11.7,0,4.7
11,24.2073,9,3,68,1,0,3,1,1,11.7,0,4.7
11,15.8291,9,3,68,1,0,3,1,1,11.7,0,4.7
1,38.3865,2,4,37,3,1,1,1,1,6.6,0,2.2
6,3.08002,10,3,62,3,1,3,1,0,20.8,0,2.2
